afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,0,0,1,0,0,0,0,0,0,0,0,57,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,65,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.06,38.66,1,1,3.33,1,580.55,1,52.25,2,41,43,7,104.4,65.74,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,32,19,174.17
0,0,0,1,0,0,0,0,0,0,0,0,146,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.57,34.66,7,2.08,16.05,10,27221.4,1,105.63,5,269,135,38,76.65,41.99,0,1,0,0,1,0,5,0,0.42,20,20.42,100,102.08,1512,79,1695.72
0,0.08,31.94,1,1,3.71,1,898.32,1,65.11,2,58,65,8,95.42,63.48,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,50,18,241.86
0,0.06,37.72,1,1,3.57,1,640.38,1,50.21,2,43,46,6,104.83,67.11,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,36,18,179.31
0,1.36,36.18,5,7.97,18.56,11,75732.89,1,219.94,12,617,319,56,72.09,35.91,0,1,0,0,1,0,14,0,0.57,5.29,5.86,74,81.97,4207,98,4081.28
0,0.14,28.41,1,1,5.13,1,2148.54,1,81.8,2,97,92,15,84.26,55.85,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,119,20,419.23
0,0,0,1,0,0,0,0,0,0,0,0,50,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.06,37.99,8,6.93,15.14,11,48273.15,1,210.52,3,464,203,50,75.32,37.33,0,1,0,0,1,0,7,0,0.99,6.29,7.28,44,50.93,2682,117,3187.85
0,0,0,1,0,0,0,0,0,0,0,0,66,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.49,39.73,8,4.07,14.9,5,21730.63,1,97.93,1,238,111,24,86.39,46.66,0,1,0,0,1,0,6,0,0.68,4.83,5.51,29,33.07,1207,70,1458.77
0,0.05,36.99,1,1,3.08,1,452.77,1,47.82,2,36,45,5,106.43,69.44,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,25,17,147.15
0,0,0,1,0,0,0,0,0,0,0,0,46,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.75,40.18,23,0,27.37,0,61172.63,0,81.68,0,335,157,33,80.51,40.33,2,0,0,0,0,0,0,2,0,0,0,0,0,3398,102,2235.26
0,0,0,1,0,0,0,0,0,0,0,0,35,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.32,38.49,7,8.93,20.16,11,80076.24,1,197,14,594,339,48,75.67,37.18,0,1,0,0,1,0,15,0,0.6,5.87,6.46,88,96.93,4449,103,3971.78
0,0.98,41.68,12,22.67,18.02,3,53057.77,1,163.4,1,457,299,38,81.31,39.63,0,1,0,0,1,0,22,0,1.03,0.73,1.76,16,38.67,2948,87,2944.43
0,0.11,31.2,1,1,4.13,1,1301.44,1,76.49,2,73,74,11,90.85,59.65,0,1,0,0,1,0,2,0,0.5,1,1.5,2,3,72,20,315.5
0,0.48,41.95,8,15.33,13.03,3,18934.41,1,111.45,1,237,172,26,87.87,45.92,0,1,0,0,1,0,12,0,1.28,0.67,1.94,8,23.33,1052,70,1452.64
0,0,0,1,0,0,0,0,0,0,0,0,236,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,46,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,101,0,171,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
