afferentCoupling,bugs,commentWeight,cyclomaticComplexity,dc,difficulty,efferentCoupling,effort,instability,intelligentContent,lcom,length,loc,logicalLoc,maintainabilityIndex,maintainabilityIndexWithoutComment,myerDistance,noc,noc-anon,noca,nocc,noi,nom,operators,rdc,rsc,rsysc,sc,sysc,time,vocabulary,volume
0,0.74,43.5,37,24,31.73,0,70283.75,0,69.81,3,359,222,24,84.99,41.49,6,1,0,0,1,0,6,6,4,0,4,0,24,3905,72,2215
0,0.91,44.31,13,5.08,17.07,6,46769.29,1,160.45,4,416,263,48,81.82,37.51,0,1,0,0,1,0,7,0,0.73,2.29,3.01,16,21.08,2598,96,2739.34
0,1.52,41.21,23,12.08,22.52,7,102964.41,1,203.05,1,662,335,74,71.71,30.5,0,1,0,0,1,0,13,0,0.93,1.46,2.39,19,31.08,5720,120,4572.36
0,0.8,35.8,12,2,15.81,1,37796.86,1,151.28,1,354,147,49,73.66,37.86,0,1,0,0,1,0,3,0,0.67,0.33,1,1,3,2100,108,2391.23
0,0.9,14.48,29,7.5,39.71,3,107504.62,1,68.17,2,427,139,53,48.93,34.45,3,1,0,0,1,0,8,3,0.94,0.38,1.31,3,10.5,5972,81,2707.12
0,16.75,39.27,249,184.45,95.75,31,4811404.07,1,524.81,6,5495,2753,610,39.27,0,30,1,0,0,1,0,133,30,1.39,1.15,2.54,153,337.45,267300,566,50249.9
0,4.91,16.96,102,24.08,64.59,16,951086.4,1,227.95,2,1823,561,208,23.49,6.53,23,1,0,0,1,0,27,23,0.89,2.04,2.93,55,79.08,52838,270,14724.03
0,0.86,11.7,17,3,16.36,4,42223.82,1,157.77,1,386,129,45,49.46,37.76,0,1,0,0,1,0,4,0,0.75,2,2.75,8,11,2346,103,2580.99
0,1.71,42.19,29,12.1,33.16,9,169714.55,1,154.32,5,721,376,82,70.57,28.38,2,1,0,0,1,0,13,2,0.93,2.69,3.62,35,47.1,9429,137,5117.68
0,0.18,14.19,1,0,7.27,1,3923.57,1,74.25,2,107,29,13,70.63,56.44,0,1,0,0,1,0,2,0,0,0.5,0.5,1,1,218,33,539.75
